-4.291400379084606698e-01,6.537061562342075804e-01,2.492916337328967558e-01,1.809200272667741693e-01,-8.126326599692610397e-01,-4.573661727586844084e-01
-4.286806905852227345e-01,6.531366888381811009e-01,2.484817290935050771e-01,1.811736394474522394e-01,-8.124721868350252008e-01,-4.579979013764591822e-01
-4.285229897008919764e-01,6.533977240984708557e-01,2.488559769576188518e-01,1.812272940013849309e-01,-8.126096703723937331e-01,-4.581662025460057075e-01
-4.290300102201687338e-01,6.550579052464763352e-01,2.512246329859282312e-01,1.808719746750274415e-01,-8.132226250095629938e-01,-4.573592068031712143e-01
-4.285653674427383208e-01,6.545068478040541038e-01,2.504406870190276635e-01,1.811265725653218583e-01,-8.130704509992808804e-01,-4.579954356161041185e-01
-4.288812465130407148e-01,6.559941243816229672e-01,2.525645793865451960e-01,1.808721184540434124e-01,-8.136443755268457645e-01,-4.574444638161965782e-01
-4.285969331965340245e-01,6.557529078514497956e-01,2.522219474427713770e-01,1.810208320003394711e-01,-8.135916726331577919e-01,-4.578234866475731080e-01
-4.281361225774471535e-01,6.551269183552080877e-01,2.513306379911999233e-01,1.812790651495410355e-01,-8.134070420806917001e-01,-4.584628755843799253e-01
-4.280924836859201221e-01,6.555194171063434272e-01,2.518922004119330538e-01,1.812704243963320361e-01,-8.135805700544118668e-01,-4.584752519194216780e-01
-4.281452542754813351e-01,6.563350238065781550e-01,2.530581976982553272e-01,1.811863650002388249e-01,-8.139164738294563106e-01,-4.583226892842937605e-01
-4.276905187148685172e-01,6.556288140661424846e-01,2.520519339660591829e-01,1.814476073008906287e-01,-8.136967565214853204e-01,-4.589630490366748972e-01
-4.280633296223061990e-01,6.573926578000064413e-01,2.545719494242331127e-01,1.811466271506396442e-01,-8.143787037866897505e-01,-4.583116112080060089e-01
-4.278007535803958206e-01,6.571782911135285454e-01,2.542673810684752400e-01,1.812832465185122699e-01,-8.143335133471868437e-01,-4.586606579613483059e-01
-4.277373436929323702e-01,6.579218669615480852e-01,2.553319471587072176e-01,1.812579330451942194e-01,-8.146597602946824557e-01,-4.586599877001447112e-01
-4.274165198307215974e-01,6.574578622683512341e-01,2.546705666495656661e-01,1.814396309078066816e-01,-8.145188557828157982e-01,-4.591080215983925905e-01
-4.270399465956611351e-01,6.566232639541307314e-01,2.534795845593675878e-01,1.816742052478925729e-01,-8.142308786167832269e-01,-4.596649695139584102e-01
-4.272118310132517749e-01,6.582867473454365737e-01,2.558585101564379016e-01,1.814730025819763504e-01,-8.149060032419531696e-01,-4.592735604043072239e-01
-4.271842626624700046e-01,6.590073413453766404e-01,2.568903070181451920e-01,1.814327997406456339e-01,-8.152166739706880882e-01,-4.592306783954057670e-01
-4.266698682022731504e-01,6.574504371962355265e-01,2.546660791967720883e-01,1.817837335713407554e-01,-8.146458090308705824e-01,-4.600360339373840701e-01
-4.266310827555557239e-01,6.571833456423500364e-01,2.547496042137979977e-01,1.817418714596153728e-01,-8.149970992590275243e-01,-4.599971633504748025e-01
-4.264207844783349799e-01,6.566112686838329049e-01,2.539329176369693464e-01,1.818805671855983908e-01,-8.147915065935538159e-01,-4.603194693151528849e-01
-4.263913221312138901e-01,6.575467031663708717e-01,2.552714842690047004e-01,1.818254397480660589e-01,-8.151928927417896320e-01,-4.602559197151068204e-01
-4.264389622513675704e-01,6.592357039259175711e-01,2.576886947534475780e-01,1.816795584479826420e-01,-8.159011809683617278e-01,-4.600159139058712099e-01
-4.261284739386574927e-01,6.581793842841684450e-01,2.561790797250762530e-01,1.818997869716995619e-01,-8.155070193566426040e-01,-4.605144066907984612e-01
-4.256671591394320942e-01,6.571718800379514613e-01,2.547411253487390503e-01,1.821858093234254294e-01,-8.151605339504413017e-01,-4.611949635249875112e-01
-4.257071415780409041e-01,6.594073381725256144e-01,2.579404732229704234e-01,1.820030845720437829e-01,-8.161018215396319553e-01,-4.609055507587805356e-01
-4.255349171497790906e-01,6.591934162434126554e-01,2.576355855218928070e-01,1.820978915539797349e-01,-8.160410600492834510e-01,-4.611421829465616185e-01
-4.252240968900098395e-01,6.577381837023518196e-01,2.555550916119009308e-01,1.823476830925941927e-01,-8.154779905582878463e-01,-4.616840726640472625e-01
-4.251192219453994170e-01,6.590113764431191345e-01,2.573783709140566867e-01,1.823021214071333107e-01,-8.160364582267449762e-01,-4.616774520582876407e-01
-4.247444737817982485e-01,6.576436914646291987e-01,2.554238176198277976e-01,1.825748718103017976e-01,-8.155219024444961828e-01,-4.622893703348775474e-01
