6.840142885347000556e+05,0.000000000000000000e+00,-4.229369931670680649e-01,6.550768890262412825e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807551322626873347e-01,-4.735661479728057732e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087371953219111953e+00,-1.308962241811259197e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840142934043999994e+05,0.000000000000000000e+00,-4.229369931670680649e-01,6.550768890262412825e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.735661479728057732e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087371953219111953e+00,-1.308962241811259197e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143064953000285e+05,0.000000000000000000e+00,-4.229369931670680649e-01,6.550768890262412825e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.735661479728057732e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087371953219111953e+00,-1.308962241811259197e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143105071999598e+05,0.000000000000000000e+00,-4.229369931670680649e-01,6.550768890262412825e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.735661479728057732e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087371953219111953e+00,-1.308962241811259197e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143144783000462e+05,0.000000000000000000e+00,-4.229369931670680649e-01,6.550768890262412825e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.735661479728057732e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087371953219111953e+00,-1.308962241811259197e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143189528000075e+05,0.000000000000000000e+00,-4.229369931670680649e-01,6.550768890262412825e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.735661479728057732e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087371953219111953e+00,-1.308962241811259197e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143224836000009e+05,0.000000000000000000e+00,-4.229369931670680649e-01,6.550677400354586455e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.735661479728057732e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087371953219111953e+00,-1.308962241811259197e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143265665000072e+05,0.000000000000000000e+00,-4.229369931670680649e-01,6.550677400354586455e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.735661479728057732e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087371953219111953e+00,-1.308962241811259197e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143309261000250e+05,0.000000000000000000e+00,-4.229369931670680649e-01,6.550677400354586455e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.736045275941667687e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087371953219111953e+00,-1.308962241811259197e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143443990000524e+05,0.000000000000000000e+00,-4.229369931670680649e-01,6.550677400354586455e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.736045275941667687e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087371953219111953e+00,-1.308962241811259197e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143511074000271e+05,1.000000000000000000e+00,-4.229369931670680649e-01,6.550677400354586455e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.735661479728057732e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087371953219111953e+00,-1.308980046945404485e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143545499000465e+05,1.000000000000000000e+00,-4.229369931670680649e-01,6.550677400354586455e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.736045275941667687e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087389947128647227e+00,-1.308980046945404485e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143584772000322e+05,1.000000000000000000e+00,-4.229369931670680649e-01,6.550677400354586455e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.736045275941667687e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087389947128647227e+00,-1.308980046945404485e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143631589999422e+05,1.000000000000000000e+00,-4.229369931670680649e-01,6.550677400354586455e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.736045275941667687e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087389947128647227e+00,-1.308980046945404485e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143678923000116e+05,1.000000000000000000e+00,-4.229369931670680649e-01,6.550677400354586455e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.736045275941667687e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087389947128647227e+00,-1.308980046945404485e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143746586999623e+05,1.000000000000000000e+00,-4.229369931670680649e-01,6.550677400354586455e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.736045275941667687e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087389947128647227e+00,-1.308980046945404485e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143785782000050e+05,1.000000000000000000e+00,-4.229369931670680649e-01,6.550677400354586455e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.736045275941667687e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087389947128647227e+00,-1.308980046945404485e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143826553999679e+05,1.000000000000000000e+00,-4.229369931670680649e-01,6.550677400354586455e-01,2.171240235195847634e-01,1.898279896020885482e-01,-7.807195219943970921e-01,-4.736045275941667687e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087389947128647227e+00,-1.308980046945404485e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143865282000042e+05,1.000000000000000000e+00,-4.229369931670680649e-01,6.550677400354586455e-01,2.171349805252125176e-01,1.898279896020885482e-01,-7.807195219943970921e-01,-4.736045275941667687e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087389947128647227e+00,-1.308980046945404485e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
6.840143907213000348e+05,1.000000000000000000e+00,-4.229369931670680649e-01,6.550677400354586455e-01,2.171349805252125176e-01,1.898279896020885482e-01,-7.807373271285421579e-01,-4.736045275941667687e-01,-2.677544758171607753e-01,6.108369021640169816e-01,-3.353036565391949719e-01,-1.087389947128647227e+00,-1.308980046945404485e+00,9.779895115198182776e-01,-2.617866688043312684e-01,1.570783649267723847e+00
